Labels,Paper Name,Author Names
Computational Social Science and Social Media,Framing Unpacked: A Semi-Supervised Interpretable Multi-View Model of Media Frames,"Shima Khanehzar, Trevor Cohn, Gosia Mikolajczak, Andrew Turpin and Lea Frermann"
Computational Social Science and Social Media,Automatic Classification of Neutralization Techniques in the Narrative of Climate Change Scepticism,"Shraey Bhatia, Jey Han Lau and Timothy Baldwin"
Computational Social Science and Social Media,Suicide Ideation Detection via Social and Temporal User Representations using Hyperbolic Learning,"Ramit Sawhney, Harshit Joshi, Rajiv Ratn Shah and Lucie Flek"
Computational Social Science and Social Media,WikiTalkEdit: A Dataset for modeling Editors’ behaviors on Wikipedia,"Kokil Jaidka, Andrea Ceolin, Iknoor Singh, Niyati Chhaya and Lyle Ungar"
Computational Social Science and Social Media,The structure of online social networks modulates the rate of lexical change,Jian Zhu and David Jurgens
Computational Social Science and Social Media,Modeling Framing in Immigration Discourse on Social Media,"Julia Mendelsohn, Ceren Budak and David Jurgens"
Computational Social Science and Social Media,Modeling the Severity of Complaints in Social Media,Mali Jin and Nikolaos Aletras
Computational Social Science and Social Media,What About the Precedent: An Information-Theoretic Analysis of Common Law,"Josef Valvoda, Tiago Pimentel, Niklas Stoehr, Ryan Cotterell and Simone Teufel"
Computational Social Science and Social Media,Introducing CAD: the Contextual Abuse Dataset,"Bertie Vidgen, Dong Nguyen, Helen Margetts, Patricia Rossini and Rebekah Tromble"
Computational Social Science and Social Media,Lifelong Learning of Hate Speech Classification on Social Media,"Jing Qian, Hong Wang, Mai ElSherief and Xifeng Yan"
Computational Social Science and Social Media,Learning to Recognize Dialect Features,"Dorottya Demszky, Devyani Sharma, Jonathan Clark, Vinodkumar Prabhakaran and Jacob Eisenstein"
Computational Social Science and Social Media,[TACL] Characterizing English Variation across Social Media Communities with BERT,"Lucy Li, David Bamman"
"Language Grounding to Vision, Robotics and Beyond",EaSe: A Diagnostic Tool for VQA based on Answer Diversity,"Shailza Jolly, Sandro Pezzelle and Moin Nabi"
"Language Grounding to Vision, Robotics and Beyond",DeCEMBERT: Learning from Noisy Instructional Videos via Dense Captions and Entropy Minimization,"Zineng Tang, Jie Lei and Mohit Bansal"
"Language Grounding to Vision, Robotics and Beyond",Improving Generation and Evaluation of Visual Stories via Semantic Consistency,"Adyasha Maharana, Darryl Hannan and Mohit Bansal"
"Language Grounding to Vision, Robotics and Beyond",Multilingual Multimodal Pre-training for Zero-Shot Cross-Lingual Transfer of Vision-Language Models,"Po-Yao Huang, Mandela Patrick, Junjie Hu, Graham Neubig, Florian Metze and Alexander Hauptmann"
"Language Grounding to Vision, Robotics and Beyond",Video Question Answering with Phrases via Semantic Roles,"Arka Sadhu, Kan Chen and Ram Nevatia"
"Language Grounding to Vision, Robotics and Beyond",[TACL] Latent Compositional Representations Improve Systematic Generalization in Grounded Question Answering,"Ben Bogin: ben.bogin@, Jonathan Berant, Sanjay Subramanian, Matt Gardner"
Resources and Evaluation,From Masked Language Modeling to Translation: Non-English Auxiliary Tasks Improve Zero-shot Spoken Language Understanding,"Rob van der Goot, Ibrahim Sharaf, Aizhan Imankulova, Ahmet Üstün, Marija Stepanović, Alan Ramponi, Siti Oryza Khairunnisa, Mamoru Komachi and Barbara Plank"
Resources and Evaluation,WEC: Deriving a Large-scale Cross-document Event Coreference dataset from Wikipedia,"Alon Eirew, Arie Cattan and Ido Dagan"
Resources and Evaluation,Challenging distributional models with a conceptual network of philosophical terms,"Yvette Oortwijn, Jelke Bloem, Pia Sommerauer, Francois Meyer, Wei Zhou and Antske Fokkens"
Resources and Evaluation,KILT: a Benchmark for Knowledge Intensive Language Tasks,"Fabio Petroni, Aleksandra Piktus, Angela Fan, Patrick Lewis, Majid Yazdani, Nicola De Cao, James Thorne, Yacine Jernite, Vladimir Karpukhin, Jean Maillard, Vassilis Plachouras, Tim Rocktäschel and Sebastian Riedel"
Resources and Evaluation,[TACL] AMR Similarity Metrics from Principles,"Juri Opitz, Letitia Parcalabescu, Anette Frank"
Resources and Evaluation,[TACL] Evaluating Document Coherence Modelling,"Aili Shen, Meladel Mistica, Bahar Salehi, Hang Li, Timothy Baldwin, Jianzhong Qi"
Machine Learning for NLP,A Survey on Recent Approaches for Natural Language Processing in Low-Resource Scenarios,"Michael A. Hedderich, Lukas Lange, Heike Adel, Jannik Strötgen and Dietrich Klakow"
Machine Learning for NLP,Temporal Knowledge Graph Completion using a Linear Temporal Regularizer and Multivector Embeddings,"Chengjin Xu, Yung-Yu Chen, Mojtaba Nayyeri and Jens Lehmann"
Machine Learning for NLP,UDALM: Unsupervised Domain Adaptation through Language Modeling,"Constantinos Karouzos, Georgios Paraskevopoulos and Alexandros Potamianos"
Machine Learning for NLP,Beyond Black & White: Leveraging Annotator Disagreement via Soft-Label Multi-Task Learning,"Tommaso Fornaciari, Alexandra Uma, Silviu Paun, Barbara Plank, Dirk Hovy and Massimo Poesio"
Machine Learning for NLP,Clustering-based Inference for Biomedical Entity Linking,"Rico Angell, Nicholas Monath, Sunil Mohan, Nishant Yadav and Andrew McCallum"
Machine Learning for NLP,Variance-reduced First-order Meta-learning for Natural Language Processing Tasks,"Lingxiao Wang, Kevin Huang, Tengyu Ma, Quanquan Gu and Jing Huang"
Machine Learning for NLP,Diversity-Aware Batch Active Learning for Dependency Parsing,"Tianze Shi, Adrian Benton, Igor Malioutov and Ozan İrsoy"
Machine Learning for NLP,Can Latent Alignments Improve Autoregressive Machine Translation?,"Adi Haviv, Lior Vassertail and Omer Levy"
Machine Learning for NLP,Smoothing and Shrinking the Sparse Seq2Seq Search Space,Ben Peters and André F. T. Martins
Machine Learning for NLP,Unified Pre-training for Program Understanding and Generation,"Wasi Ahmad, Saikat Chakraborty, Baishakhi Ray and Kai-Wei Chang"
Machine Learning for NLP,Hyperparameter-free Continuous Learning for Domain Classification in Natural Language Understanding,"Ting Hua, Yilin Shen, Changsheng Zhao, Yen-Chang Hsu and Hongxia Jin"
Machine Learning for NLP,[TACL] A Primer in BERTology: What We Know About How BERT Works,"Anna Rogers, Olga Kovaleva, Anna Rumshisky"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Learning from Executions for Semantic Parsing,"Bailin Wang, Mirella Lapata and Ivan Titov"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Learning to Synthesize Data for Semantic Parsing,"Bailin Wang, Wenpeng Yin, Xi Victoria Lin and Caiming Xiong"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Edge: Enriching Knowledge Graph Embeddings with External Text,"Saed Rezayi, Handong Zhao, Sungchul Kim, Ryan Rossi, Nedim Lipka and Sheng Li"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",FLIN: A Flexible Natural Language Interface for Web Navigation,Sahisnu Mazumder and Oriana Riva
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Game-theoretic Vocabulary Selection via the Shapley Value and Banzhaf Index,"Roma Patel, Marta Garnelo, Ian Gemp, Chris Dyer and Yoram Bachrach"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Incorporating External Knowledge to Enhance Tabular Reasoning,"J. Neeraja, Vivek Gupta and Vivek Srikumar"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Compositional Generalization for Neural Semantic Parsing via Span-level Supervised Attention,"Pengcheng Yin, Hao Fang, Graham Neubig, Adam Pauls, Emmanouil Antonios Platanios, Yu Su, Sam Thomson and Jacob Andreas"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Domain Adaptation for Arabic Cross-Domain and Cross-Dialect Sentiment Analysis from Contextualized Word Embedding,"Abdellah El Mekki, Abdelkader El Mahdaouy, Ismail Berrada and Ahmed Khoumsi"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Multi-task Learning of Negation and Speculation for Targeted Sentiment Classification,Andrew Moore and Jeremy Barnes
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",A Disentangled Adversarial Neural Topic Model for Separating Opinions from Plots in User Reviews,"Gabriele Pergola, Lin Gui and Yulan He"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Graph Ensemble Learning over Multiple Dependency Trees for Aspect-level Sentiment Classification,"Xiaochen Hou, Peng Qi, Guangtao Wang, Rex Ying, Jing Huang, Xiaodong He and Bowen Zhou"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Emotion-Infused Models for Explainable Psychological Stress Detection,"Elsbeth Turcan, Smaranda Muresan and Kathleen McKeown"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Aspect-based Sentiment Analysis with Type-aware Graph Convolutional Networks and Layer Ensemble,"Yuanhe Tian, Guimin Chen and Yan Song"
"Syntax: Tagging, Chunking and Parsing",Supertagging-based Parsing with Linear Context-free Rewriting Systems,Thomas Ruprecht and Richard Mörbitz
"Syntax: Tagging, Chunking and Parsing",Outside Computation with Superior Functions,Parker Riley and Daniel Gildea
"Syntax: Tagging, Chunking and Parsing",Learning Syntax from Naturally-Occurring Bracketings,"Tianze Shi, Ozan İrsoy, Igor Malioutov and Lillian Lee"
"Syntax: Tagging, Chunking and Parsing",[CL] What Should/Do/Can LSTMs Learn When Parsing Auxiliary Verb Constructions?,"Miryam de Lhoneux, Sara Stymne, Joakim Nivre"
"Syntax: Tagging, Chunking and Parsing",[TACL] Reducing Confusion in Active Learning for Part-Of-Speech Tagging,"Aditi Chaudhary, Antonios Anastasopoulos, Zaid Sheikh, Graham Neubig"
Dialogue and Interactive Systems,Bot-Adversarial Dialogue for Safe Conversational Agents,"Jing Xu, Da Ju, Margaret Li, Y-Lan Boureau, Jason Weston and Emily Dinan"
Dialogue and Interactive Systems,Non-Autoregressive Semantic Parsing for Compositional Task-Oriented Dialog,"Arun Babu, Akshat Shrivastava, Armen Aghajanyan, Ahmed Aly, Angela Fan and Marjan Ghazvininejad"
Dialogue and Interactive Systems,Example-Driven Intent Prediction with Observers,Shikib Mehri and Mihail Eric
Dialogue and Interactive Systems,Imperfect also Deserves Reward: Multi-Level and Sequential Reward Modeling for Better Dialog Management,"Zhengxu Hou, Bang Liu, Ruihui Zhao, Zijing Ou, Yafei Liu, Xi Chen and Yefeng Zheng"
Dialogue and Interactive Systems,Action-Based Conversations Dataset: A Corpus for Building More In-Depth Task-Oriented Dialogue Systems,"Derek Chen, Howard Chen, Yi Yang, Alexander Lin and Zhou Yu"
Dialogue and Interactive Systems,Controlling Dialogue Generation with Semantic Exemplars,"Prakhar Gupta, Jeffrey Bigham, Yulia Tsvetkov and Amy Pavel"
Information Retrieval and Text Mining,COIL: Revisit Exact Lexical Match in Information Retrieval with Contextualized Inverted List,"Luyu Gao, Zhuyun Dai and Jamie Callan"
Information Retrieval and Text Mining,X-Class: Text Classification with Extremely Weak Supervision,"Zihan Wang, Dheeraj Mekala and Jingbo Shang"
Information Retrieval and Text Mining,Fine-tuning Encoders for Improved Monolingual and Zero-shot Polylingual Neural Topic Modeling,Aaron Mueller and Mark Dredze
Information Retrieval and Text Mining,"Exploring the Relationship Between Algorithm Performance, Vocabulary, and Run-Time in Text Classification","Wilson Fearn, Orion Weller and Kevin Seppi"
Information Retrieval and Text Mining,Faithfully Explainable Recommendation via Neural Logic Reasoning,"Yaxin Zhu, Yikun Xian, Zuohui Fu, Gerard de Melo and Yongfeng Zhang"
Information Retrieval and Text Mining,You Sound Like Someone Who Watches Drama Movies: Towards Predicting Movie Preferences from Conversational Interactions,"Sergey Volokhin, Joyce Ho, Oleg Rokhlenko and Eugene Agichtein"
Information Retrieval and Text Mining,"[TACL] Sparse, Dense, and Attentional Representations for Text Retrieval","Yi Luan, Jacob Eisenstein, Kristina Toutanova, Michael Collins"
"Language Grounding to Vision, Robotics and Beyond",Reading and Acting while Blindfolded: The Need for Semantics in Text Game Agents,"Shunyu Yao, Karthik Narasimhan and Matthew Hausknecht"
"Language Grounding to Vision, Robotics and Beyond",SOrT-ing VQA Models : Contrastive Gradient Learning for Improved Consistency,"Sameer Dharur, Purva Tendulkar, Dhruv Batra, Devi Parikh and Ramprasaath R. Selvaraju"
"Language Grounding to Vision, Robotics and Beyond",Semi-Supervised Policy Initialization for Playing Games with Language Hints,Tsu-Jui Fu and William Yang Wang
"Language Grounding to Vision, Robotics and Beyond",Revisiting Document Representations for Large-Scale Zero-Shot Learning,Jihyung Kil and Wei-Lun Chao
Resources and Evaluation,Negative language transfer in learner English: A new dataset,"Leticia Farias Wanderley, Nicole Zhao and Carrie Demmans Epp"
Resources and Evaluation,SentSim: Crosslingual Semantic Evaluation of Machine Translation,"Yurun Song, Junchen Zhao and Lucia Specia"
Resources and Evaluation,Quality Estimation for Image Captions Based on Large-scale Human Evaluations,"Tomer Levinboim, Ashish V. Thapliyal, Piyush Sharma and Radu Soricut"
Resources and Evaluation,CaSiNo: A Corpus of Campsite Negotiation Dialogues for Automatic Negotiation Systems,"Kushal Chawla, Jaysa Ramirez, Rene Clever, Gale Lucas, Jonathan May and Jonathan Gratch"
Resources and Evaluation,News Headline Grouping as a Challenging NLU Task,"Philippe Laban, Lucas Bandarkar and Marti A. Hearst"
Resources and Evaluation,"Olá, Bonjour, Salve! XFORMAL: A Benchmark for Multilingual Formality Style Transfer","Eleftheria Briakou, Di Lu, Ke Zhang and Joel Tetreault"
Machine Learning for NLP,Grouping Words with Semantic Diversity,"Karine Chubarian, Abdul Rafae Khan, Anastasios Sidiropoulos and Jia Xu"
Machine Learning for NLP,Noise Stability Regularization for Improving BERT Fine-tuning,"Hang Hua, Xingjian Li, Dejing Dou, Chengzhong Xu and Jiebo Luo"
Machine Learning for NLP,FlowPrior: Learning Expressive Priors for Latent Variable Sentence Models,Xiaoan Ding and Kevin Gimpel
Machine Learning for NLP,HTCInfoMax: A Global Model for Hierarchical Text Classification via Information Maximization,"Zhongfen Deng, Hao Peng, Dongxiao He, Jianxin Li and Philip Yu"
Machine Learning for NLP,[TACL] Modeling Content and Context with Deep Relational Learning,"Maria Leonor Pacheco, Dan Goldwasser"
Machine Learning for NLP,Knowledge Guided Metric Learning for Few-Shot Text Classification,"Dianbo Sui, Yubo Chen, Binjie Mao, Delai Qiu, Kang Liu and Jun Zhao"
Dialogue and Interactive Systems,Ensemble of MRR and NDCG models for Visual Dialog,Idan Schwartz
Dialogue and Interactive Systems,Supervised Neural Clustering via Latent Structured Output Learning: Application to Question Intents,Iryna Haponchyk and Alessandro Moschitti
Dialogue and Interactive Systems,ConVEx: Data-Efficient and Few-Shot Slot Labeling,Matthew Henderson and Ivan Vulić
Dialogue and Interactive Systems,CREAD: Combined Resolution of Ellipses and Anaphora in Dialogues,"Bo-Hsiang Tseng, Shruti Bhargava, Jiarui Lu, Joel Ruben Antony Moniz, Dhivya Piraviperumal, Lin Li and Hong Yu"
Dialogue and Interactive Systems,Knowledge-Driven Slot Constraints for Goal-Oriented Dialogue Systems,"Piyawat Lertvittayakumjorn, Daniele Bonadiman and Saab Mansour"
Dialogue and Interactive Systems,Clipping Loops for Sample-Efficient Dialogue Policy Optimisation,Yen-Chen Wu and Carl Edward Rasmussen
Information Extraction,Integrating Lexical Information into Entity Neighbourhood Representations for Relation Prediction,"Ian Wood, Mark Johnson and Stephen Wan"
Information Extraction,Noisy-Labeled NER with Confidence Estimation,"Kun Liu, Yao Fu, Chuanqi Tan, Mosha Chen, Ningyu Zhang, Songfang Huang and Sheng Gao"
Information Extraction,TABBIE: Pretrained Representations of Tabular Data,"Hiroshi Iida, Dung Thai, Varun Manjunatha and Mohit Iyyer"
Information Extraction,Better Feature Integration for Named Entity Recognition,"Lu Xu, Zhanming Jie, Wei Lu and Lidong Bing"
Information Extraction,ZS-BERT: Towards Zero-Shot Relation Extraction with Attribute Representation Learning,Chih-Yao Chen and Cheng-Te Li
Information Extraction,Graph Convolutional Networks for Event Causality Identification with Rich Document-level Structures,Minh Tran Phu and Thien Huu Nguyen
Information Extraction,A Context-Dependent Gated Module for Incorporating Symbolic Semantics into Event Coreference Resolution,"Tuan Lai, Heng Ji, Trung Bui, Quan Hung Tran, Franck Dernoncourt and Walter Chang"
Generation,Multi-Style Transfer with Discriminative Feedback on Disjoint Corpus,"Navita Goyal, Balaji Vasan Srinivasan, Anandhavelu N and Abhilasha Sancheti"
Generation,FUDGE: Controlled Text Generation With Future Discriminators,Kevin Yang and Dan Klein
Generation,Controllable Text Simplification with Explicit Paraphrasing,"Mounica Maddela, Fernando Alva-Manchego and Wei Xu"
Generation,Knowledge Graph Based Synthetic Corpus Generation for Knowledge-Enhanced Language Model Pre-training,"Oshin Agarwal, Heming Ge, Siamak Shakeri and Rami Al-Rfou"
Generation,Choose Your Own Adventure: Paired Suggestions in Collaborative Writing for Evaluating Story Generation Models,Elizabeth Clark and Noah A. Smith
Generation,"[TACL] There Once Was a Really Bad Poet, It Was Automated but You Didn’t Know It","Jianyou, jw542@duke.edu, Xiaoxuan, zhangxiaoxuanaa@gmail.com, Yuren Zhou, Christopher Suh, Cynthia Rudin"
Machine Translation and Multilinguality,InfoXLM: An Information-Theoretic Framework for Cross-Lingual Language Model Pre-Training,"Zewen Chi, Li Dong, Furu Wei, Nan Yang, Saksham Singhal, Wenhui Wang, Xia Song, Xian-Ling Mao, Heyan Huang and Ming Zhou"
Machine Translation and Multilinguality,Context-Interactive Pre-Training for Document Machine Translation,"Pengcheng Yang, Pei Zhang, Boxing Chen, Jun Xie and Weihua Luo"
Machine Translation and Multilinguality,Code-Mixing on Sesame Street: Dawn of the Adversarial Polyglots,Samson Tan and Shafiq Joty
Machine Translation and Multilinguality,X-METRA-ADA: Cross-lingual Meta-Transfer learning Adaptation to Natural Language Understanding and Question Answering,"Meryem M’hamdi, Doo Soon Kim, Franck Dernoncourt, Trung Bui, Xiang Ren and Jonathan May"
Machine Translation and Multilinguality,Explicit Alignment Objectives for Multilingual Bidirectional Encoders,"Junjie Hu, Melvin Johnson, Orhan Firat, Aditya Siddhant and Graham Neubig"
Machine Translation and Multilinguality,Cross-lingual Cross-modal Pretraining for Multimodal Retrieval,"Hongliang Fei, Tan Yu and Ping Li"
Machine Translation and Multilinguality,Wikipedia Entities as Rendezvous across Languages: Grounding Multilingual Language Models by Predicting Wikipedia Hyperlinks,"Iacer Calixto, Alessandro Raganato and Tommaso Pasini"
Question Answering,multiPRover: Generating Multiple Proofs for Improved Interpretability in Rule Reasoning,"Swarnadeep Saha, Prateek Yadav and Mohit Bansal"
Question Answering,Adaptable and Interpretable Neural MemoryOver Symbolic Knowledge,"Pat Verga, Haitian Sun, Livio Baldini Soares and William Cohen"
Question Answering,CLEVR_HYP: A Challenge Dataset and Baselines for Visual Question Answering with Hypothetical Actions over Images,"Shailaja Keyur Sampat, Akshay Kumar, Yezhou Yang and Chitta Baral"
Question Answering,Refining Targeted Syntactic Evaluation of Language Models,"Benjamin Newman, Kai-Siang Ang, Julia Gong and John Hewitt"
Question Answering,Universal Adversarial Attacks with Natural Triggers for Text Classification,"Liwei Song, Xinwei Yu, Hsuan-Tung Peng and Karthik Narasimhan"
Question Answering,QuadrupletBERT: An Efficient Model For Embedding-Based Large-Scale Retrieval,"Peiyang Liu, Sen Wang, Xi Wang, Wei Ye and Shikun Zhang"
Ethics and NLP,Dynamically Disentangling Social Bias from Task-Oriented Representations with Adversarial Attack,"Liwen Wang, Yuanmeng Yan, Keqing He, Yanan Wu and Weiran Xu"
Ethics and NLP,An Empirical Investigation of Bias in the Multimodal Analysis of Financial Earnings Calls,"Ramit Sawhney, Arshiya Aggarwal and Rajiv Ratn Shah"
Ethics and NLP,Beyond Fair Pay: Ethical Implications of NLP Crowdsourcing,"Boaz Shmueli, Jan Fell, Soumya Ray and Lun-Wei Ku"
Ethics and NLP,On Transferability of Bias Mitigation Effects in Language Model Fine-Tuning,"Xisen Jin, Francesco Barbieri, Brendan Kennedy, Aida Mostafazadeh Davani, Leonardo Neves and Xiang Ren"
Ethics and NLP,Case Study: Deontological Ethics in NLP,"Shrimai Prabhumoye, Brendon Boldt, Ruslan Salakhutdinov and Alan W Black"
Ethics and NLP,Privacy Regularization: Joint Privacy-Utility Optimization in LanguageModels,"Fatemehsadat Mireshghallah, Huseyin Inan, Marcello Hasegawa, Victor Rühle, Taylor Berg-Kirkpatrick and Robert Sim"
Ethics and NLP,On the Impact of Random Seeds on the Fairness of Clinical Classifiers,"Silvio Amir, Jan-Willem van de Meent and Byron Wallace"
Interpretability and Analysis of Models for NLP,Topic Model or Topic Twaddle? Re-evaluating Semantic Interpretability Measures,Caitlin Doogan and Wray Buntine
Interpretability and Analysis of Models for NLP,Discourse Probing of Pretrained Language Models,"Fajri Koto, Jey Han Lau and Timothy Baldwin"
Interpretability and Analysis of Models for NLP,UniDrop: A Simple yet Effective Technique to Improve Transformer without Extra Cost,"Zhen Wu, Lijun Wu, Qi Meng, Yingce Xia, Shufang Xie, Tao Qin, Xinyu Dai and Tie-Yan Liu"
Interpretability and Analysis of Models for NLP,tWT–WT: A Dataset to Assert the Role of Target Entities for Detecting Stance of Tweets,"Ayush Kaushal, Avirup Saha and Niloy Ganguly"
Interpretability and Analysis of Models for NLP,Learning to Learn to be Right for the Right Reasons,"Pride Kavumba, Benjamin Heinzerling, Ana Brassard and Kentaro Inui"
Interpretability and Analysis of Models for NLP,Double Perturbation: On the Robustness of Robustness and Counterfactual Bias Evaluation,"Chong Zhang, Jieyu Zhao, Huan Zhang, Kai-Wei Chang and Cho-Jui Hsieh"
Interpretability and Analysis of Models for NLP,Explaining Neural Network Predictions on Sentence Pairs via Learning Word-Group Masks,"Hanjie Chen, Song Feng, Jatin Ganhotra, Hui Wan, Chulaka Gunasekara, Sachindra Joshi and Yangfeng Ji"
Machine Translation and Multilinguality,Almost Free Semantic Draft for Neural Machine Translation,Xi Ai and Bin Fang
Machine Translation and Multilinguality,Pruning-then-Expanding Model for Domain Adaptation of Neural Machine Translation,"Shuhao Gu, Yang Feng and Wanying Xie"
Machine Translation and Multilinguality,Multi-Hop Transformer for Document-Level Machine Translation,"Long Zhang, Tong Zhang, Haibo Zhang, Baosong Yang, Wei Ye and Shikun Zhang"
Machine Translation and Multilinguality,Continual Learning for Neural Machine Translation,"Yue Cao, Hao-Ran Wei, Boxing Chen and Xiaojun Wan"
Machine Translation and Multilinguality,Self-Training for Unsupervised Neural Machine Translation in Unbalanced Training Data Scenarios,"Haipeng Sun, Rui Wang, Kehai Chen, Masao Utiyama, Eiichiro Sumita and Tiejun Zhao"
Machine Translation and Multilinguality,Smart-Start Decoding for Neural Machine Translation,"Jian Yang, Shuming Ma, Dongdong Zhang, Juncheng Wan, Zhoujun Li and Ming Zhou"
Machine Translation and Multilinguality,Multi-Task Learning with Shared Encoder for Non-Autoregressive Machine Translation,"Yongchang Hao, Shilin He, Wenxiang Jiao, Zhaopeng Tu, Michael Lyu and Xing Wang"
Discourse and Pragmatics,Predicting Discourse Trees from Transformer-based Neural Summarizers,"Wen Xiao, Patrick Huber and Giuseppe Carenini"
Discourse and Pragmatics,Probing for Bridging Inference in Transformer Language Models,Onkar Pandit and Yufang Hou
Discourse and Pragmatics,Is Incoherence Surprising? Targeted Evaluation of Coherence Prediction from Language Models,"Anne Beyer, Sharid Loáiciga and David Schlangen"
Discourse and Pragmatics,Stay Together: A System for Single and Split-antecedent Anaphora Resolution,"Juntao Yu, Nafise Sadat Moosavi, Silviu Paun and Massimo Poesio"
Discourse and Pragmatics,[TACL] Decontextualization: Making Sentences Stand-Alone,"Eunsol Choi, Jennimaria Palomaki, Matthew Lamm, Tom Kwiatkowski, Dipanjan Das, Michael Collins"
Discourse and Pragmatics,[CL] Universal Discourse Representation Structure Parsing,"Jiangming Liu, Shay B. Cohen, Mirella Lapata, Johan Bos"
Information Retrieval and Text Mining,Redefining Absent Keyphrases and their Effect on Retrieval Effectiveness,Florian Boudin and Ygor Gallina
Information Retrieval and Text Mining,CoRT: Complementary Rankings from Transformers,Marco Wrzalik and Dirk Krechel
Information Retrieval and Text Mining,Multi-source Neural Topic Modeling in Multi-view Embedding Spaces,"Pankaj Gupta, Yatin Chaudhary and Hinrich Schütze"
Information Retrieval and Text Mining,Inductive Topic Variational Graph Auto-Encoder for Text Classification,"Qianqian Xie, Jimin Huang, Pan Du, Min Peng and Jian-Yun Nie"
Information Retrieval and Text Mining,Self-Alignment Pretraining for Biomedical Entity Representations,"Fangyu Liu, Ehsan Shareghi, Zaiqiao Meng, Marco Basaldella and Nigel Collier"
Information Retrieval and Text Mining,TaxoClass: Hierarchical Multi-Label Text Classification Using Only Class Names,"Jiaming Shen, Wenda Qiu, Yu Meng, Jingbo Shang, Xiang Ren and Jiawei Han"
Generation,MERMAID: Metaphor Generation with Symbolism and Discriminative Decoding,"Tuhin Chakrabarty, Xurui Zhang, Smaranda Muresan and Nanyun Peng"
Generation,On Learning Text Style Transfer with Direct Rewards,"Yixin Liu, Graham Neubig and John Wieting"
Generation,Focused Attention Improves Document-Grounded Generation,"Shrimai Prabhumoye, Kazuma Hashimoto, Yingbo Zhou, Alan W Black and Ruslan Salakhutdinov"
Generation,NeuroLogic Decoding: (Un)supervised Neural Text Generation with Predicate Logic Constraints,"Ximing Lu, Peter West, Rowan Zellers, Ronan Le Bras, Chandra Bhagavatula and Yejin Choi"
Generation,Ask what’s missing and what’s useful: Improving Clarification Question Generation using Global Knowledge,"Bodhisattwa Prasad Majumder, Sudha Rao, Michel Galley and Julian McAuley"
Generation,Progressive Generation of Long Text with Pretrained Language Models,"Bowen Tan, Zichao Yang, Maruan Al-Shedivat, Eric Xing and Zhiting Hu"
Resources and Evaluation,SOCCER: An Information-Sparse Discourse State Tracking Collection in the Sports Commentary Domain,Ruochen Zhang and Carsten Eickhoff
Resources and Evaluation,Plot-guided Adversarial Example Construction for Evaluating Open-domain Story Generation,"Sarik Ghazarian, Zixi Liu, Akash S M, Ralph Weischedel, Aram Galstyan and Nanyun Peng"
Resources and Evaluation,MultiOpEd: A Corpus of Multi-Perspective News Editorials,"Siyi Liu, Sihao Chen, Xander Uyttendaele and Dan Roth"
Resources and Evaluation,Swords: A Benchmark for Lexical Substitution with Improved Data Coverage and Quality,"Mina Lee, Chris Donahue, Robin Jia, Alexander Iyabor and Percy Liang"
Resources and Evaluation,"""I’m Not Mad"": Commonsense Implications of Negation and Contradiction","Liwei Jiang, Antoine Bosselut, Chandra Bhagavatula and Yejin Choi"
Resources and Evaluation,Identifying Medical Self-Disclosure in Online Communities,"Mina Valizadeh, Pardis Ranjbar-Noiey, Cornelia Caragea and Natalie Parde"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Language in a (Search) Box: Grounding Language Learning in Real-World Human-Machine Interaction,"Federico Bianchi, Ciro Greco and Jacopo Tagliabue"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Finding Concept-specific Biases in Form–Meaning Associations,"Tiago Pimentel, Brian Roark, Søren Wichmann, Ryan Cotterell and Damián Blasi"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",How (Non-)Optimal is the Lexicon?,"Tiago Pimentel, Irene Nikkarinen, Kyle Mahowald, Ryan Cotterell and Damián Blasi"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Word Complexity is in the Eye of the Beholder,"Sian Gooding, Ekaterina Kochmar, Seid Muhie Yimam and Chris Biemann"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Linguistic Complexity Loss in Text-Based Therapy,"Jason Wei, Kelly Finn, Emma Templeton, Thalia Wheatley and Soroush Vosoughi"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Ab Antiquo: Neural Proto-language Reconstruction,"Carlo Meloni, Shauli Ravfogel and Yoav Goldberg"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",On Biasing Transformer Attention Towards Monotonicity,"Annette Rios, Chantal Amrhein, Noëmi Aepli and Rico Sennrich"
